ProjectName,Is ML producer,where,keyword,line_number,libraries,keywords
akanimax/BMSG-GAN,Yes,../repos/repos2/akanimax/BMSG-GAN/sourcecode/MSG_GAN/CustomLayers.py,,263,torch,forward(
akanimax/BMSG-GAN,Yes,../repos/repos2/akanimax/BMSG-GAN/sourcecode/MSG_GAN/CustomLayers.py,,321,torch,forward(
akanimax/BMSG-GAN,Yes,../repos/repos2/akanimax/BMSG-GAN/sourcecode/MSG_GAN/CustomLayers.py,,386,torch,forward(
akanimax/BMSG-GAN,Yes,../repos/repos2/akanimax/BMSG-GAN/sourcecode/MSG_GAN/CustomLayers.py,,438,torch,forward(
AhmedImtiazPrio/Keras-AudioDataGenerator,Yes,../repos/repos2/AhmedImtiazPrio/Keras-AudioDataGenerator/AudioDataGenerator.py,,340,keras,.fit(
AhmedImtiazPrio/Keras-AudioDataGenerator,Yes,../repos/repos2/AhmedImtiazPrio/Keras-AudioDataGenerator/AudioDataGenerator.py,,348,keras,.fit(
AhmedImtiazPrio/Keras-AudioDataGenerator,Yes,../repos/repos2/AhmedImtiazPrio/Keras-AudioDataGenerator/AudioDataGenerator.py,,358,keras,.fit(
AhmedImtiazPrio/Keras-AudioDataGenerator,Yes,../repos/repos2/AhmedImtiazPrio/Keras-AudioDataGenerator/AudioDataGenerator.py,,426,keras,.fit(
abdullahselek/koolsla,Yes,../repos/repos2/abdullahselek/koolsla/koolsla/tfidf.py,,28,sklearn,.fit_transform(
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/kerasmodels/retrain.py,,353,keras,.fit_generator
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/kerasmodels/retrain.py,,392,keras,.fit_generator
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/Jpg2TFRecords.py,,41,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/Jpg2TFRecords.py,,44,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/Jpg2TFRecords.py,,52,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/Jpg2TFRecords.py,,54,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/Jpg2TFRecords.py,,71,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/AugmentationPipeline.py,,37,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/AugmentationPipeline.py,,38,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/AugmentationPipeline.py,,88,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/AugmentationPipeline.py,,146,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/AugmentationPipeline.py,,147,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/AugmentationPipeline.py,,169,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/Planning/AugmentationPipeline.py,,170,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/detector_webserver/train_keras_retinanet.py,,336,keras,.fit_generator
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/experiments/unfrozen_inception.py,,145,keras,.fit_generator
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/detection/train_keras_retinanet.py,,336,keras,.fit_generator
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/deprecated/image_retraining/retrain.py,,804,tensorflow,training=True
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/deprecated/image_retraining/retrain.py,,815,tensorflow,training=True
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/deprecated/image_retraining/retrain.py,,823,tensorflow,training=True
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/deprecated/image_retraining/retrain.py,,836,tensorflow,training=True
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/deprecated/image_retraining/retrain.py,,876,tensorflow,.train.
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/deprecated/image_retraining/test.py,,462,sklearn,.fit_transform(
921kiyo/3d-dl,Yes,../repos/repos2/921kiyo/3d-dl/src/deprecated/image_retraining/tf_eval.py,,489,sklearn,.fit_transform(
agusgun/FakeImageDetector,Yes,../repos/repos2/agusgun/FakeImageDetector/fake-image-detection.ipynb,,545,keras,.fit(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/octave_convolution_block.py,,66,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/octave_convolution_block.py,,117,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/octave_convolution_block.py,,129,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/bayesian_modules.py,,69,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/bayesian_modules.py,,99,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/bayesian_modules.py,,122,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/bayesian_modules.py,,146,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/bayesian_modules.py,,147,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,31,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,104,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,158,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,181,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,193,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,196,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,219,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,222,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,243,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,89,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,138,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,149,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,186,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,244,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,309,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,359,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,370,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,407,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,427,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,455,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,483,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,580,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,643,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,654,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,691,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,715,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/octave_convolution_block.py,,66,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/octave_convolution_block.py,,117,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/octave_convolution_block.py,,129,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,69,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,99,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,122,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,146,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,147,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,31,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,104,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,158,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,181,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,193,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,196,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,219,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,222,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,243,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,89,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,138,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,149,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,186,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,244,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,309,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,359,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,370,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,407,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,427,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,455,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,483,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,580,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,643,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,654,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,691,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,715,torch,forward(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/DecisionTreeClassifier_multi_stock.py,,40,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-MLPClassifier.py,,7,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDRegression_single_stock_today_for_tomorrow.py,,52,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-hello-sklearn.py,,5,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-DecisionTreeClassifier-lg.py,,110,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-DecisionTreeClassifier-lg.py,,114,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDRegression_single_stock.py,,46,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-pandas.py,,114,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDClassifier_single_stock.py,,41,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDRegression_Prediction_For_Next_Week.py,,45,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-DecisionTreeClassifier-sm.py,,97,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/Classifier.py,,78,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/SGDRegression.py,,60,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/SGDClassifier.py,,44,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/LassoRegression.py,,66,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/SVMClassifier.py,,45,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/DecisionTreeClassifier.py,,45,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/testing/pandas-test.py,,114,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/testing/hello-sklearn.py,,5,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/testing/stock-predict.py,,83,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/for_fun/prediction1.py,,59,sklearn,.fit(
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/unet_reference.py,,98,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/unet_reference.py,,129,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_unet_reference.py,,85,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_primal_dual.py,,110,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_chambolle_pock.py,,130,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_chambolle_pock.py,,160,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_chambolle_pock.py,,120,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_primal_noop.py,,89,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_primal.py,,104,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal_dual.py,,121,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal_dual.py,,151,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal.py,,115,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal.py,,145,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/evaluate_mayo_reference_unet.py,,111,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual.py,,145,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual.py,,175,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/evaluate_mayo_learned_primal_dual_log.py,,140,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/evaluate_mayo_learned_primal_dual.py,,135,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_reference_unet.py,,120,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_reference_unet.py,,150,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual_log.py,,147,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual_log.py,,177,tensorflow,.train.
